,source,target,source name,target name,value,type,source layer,target layer
72,7,1225,O43707,R-HSA-373753,0.004168312437832356,0,0,1
73,7,1225,O43707,R-HSA-373753,0.0015414887107908725,1,0,1
74,8,455,O75369,R-HSA-1169410,6.755812573165617e-05,0,0,1
75,8,455,O75369,R-HSA-1169410,0.001157332650629086,1,0,1
76,9,1085,O75594,R-HSA-6798695,0.0,0,0,1
77,9,1085,O75594,R-HSA-6798695,0.0,1,0,1
78,10,497,O75636,R-HSA-166663,5.090646915166872e-05,0,0,1
79,10,497,O75636,R-HSA-166663,2.1892720158899152e-05,1,0,1
80,11,986,O75874,R-HSA-2978092,0.0008055682107806206,0,0,1
81,11,986,O75874,R-HSA-2978092,0.0012326139584183692,1,0,1
82,11,625,O75874,R-HSA-389542,0.0008055682107806206,0,0,1
83,11,625,O75874,R-HSA-389542,0.0012326139584183692,1,0,1
84,11,1085,O75874,R-HSA-6798695,0.0008055682107806206,0,0,1
85,11,1085,O75874,R-HSA-6798695,0.0012326139584183692,1,0,1
86,11,885,O75874,R-HSA-9755511,0.0008055682107806206,0,0,1
87,11,885,O75874,R-HSA-9755511,0.0012326139584183692,1,0,1
88,12,609,O95399,R-HSA-373076,3.276049101259559e-05,0,0,1
89,12,609,O95399,R-HSA-373076,0.00013369647203944623,1,0,1
90,12,635,O95399,R-HSA-416476,3.276049101259559e-05,0,0,1
91,12,635,O95399,R-HSA-416476,0.00013369647203944623,1,0,1
92,13,1173,O95445,R-HSA-975634,0.00021782484036521056,0,0,1
93,13,1173,O95445,R-HSA-975634,0.00022650154642178677,1,0,1
94,14,928,O95497,R-HSA-163125,0.0008078489910992575,0,0,1
95,14,928,O95497,R-HSA-163125,0.0015738967956893616,1,0,1
96,14,533,O95497,R-HSA-199220,0.0008078489910992575,0,0,1
97,14,533,O95497,R-HSA-199220,0.0015738967956893616,1,0,1
98,14,1085,O95497,R-HSA-6798695,0.0008078489910992575,0,0,1
99,14,1085,O95497,R-HSA-6798695,0.0015738967956893616,1,0,1
100,15,569,O95633,R-HSA-2473224,0.0,0,0,1
101,15,569,O95633,R-HSA-2473224,0.0,1,0,1
102,15,1227,O95633,R-HSA-381426,0.0,0,0,1
103,15,1227,O95633,R-HSA-381426,0.0,1,0,1
104,15,1128,O95633,R-HSA-8957275,0.0,0,0,1
105,15,1128,O95633,R-HSA-8957275,0.0,1,0,1
106,16,1090,O95678,R-HSA-6809371,0.00036829857987268045,0,0,1
107,16,1090,O95678,R-HSA-6809371,0.00032217604930588324,1,0,1
108,17,615,O96013,R-HSA-376176,0.0002825537581308456,0,0,1
109,17,615,O96013,R-HSA-376176,0.0008239464464814498,1,0,1
110,17,827,O96013,R-HSA-9012999,0.0002825537581308456,0,0,1
111,17,827,O96013,R-HSA-9012999,0.0008239464464814498,1,0,1
112,18,768,P00325,R-HSA-71384,8.916400241737095e-05,0,0,1
113,18,768,P00325,R-HSA-71384,0.00022625046904864665,1,0,1
114,19,761,P00338,R-HSA-70268,0.0010785047125950716,0,0,1
115,19,761,P00338,R-HSA-70268,7.195759098868863e-05,1,0,1
116,20,674,P00352,R-HSA-5365859,0.0005054150235325978,0,0,1
117,20,674,P00352,R-HSA-5365859,0.0004553652788820683,1,0,1
118,20,762,P00352,R-HSA-70350,0.0005054150235325978,0,0,1
119,20,762,P00352,R-HSA-70350,0.0004553652788820683,1,0,1
120,20,768,P00352,R-HSA-71384,0.0005054150235325978,0,0,1
121,20,768,P00352,R-HSA-71384,0.0004553652788820683,1,0,1
122,21,973,P00367,R-HSA-2151201,0.00011925516882911324,0,0,1
123,21,973,P00367,R-HSA-2151201,0.0003280451986938715,1,0,1
124,21,1135,P00367,R-HSA-8964539,0.00011925516882911324,0,0,1
125,21,1135,P00367,R-HSA-8964539,0.0003280451986938715,1,0,1
126,22,1227,P00450,R-HSA-381426,0.0009262568159646333,0,0,1
127,22,1227,P00450,R-HSA-381426,0.00010914157517137679,1,0,1
128,22,641,P00450,R-HSA-425410,0.0009262568159646333,0,0,1
129,22,641,P00450,R-HSA-425410,0.00010914157517137679,1,0,1
130,22,690,P00450,R-HSA-5619049,0.0009262568159646333,0,0,1
131,22,690,P00450,R-HSA-5619049,0.00010914157517137679,1,0,1
132,22,692,P00450,R-HSA-5619060,0.0009262568159646333,0,0,1
133,22,692,P00450,R-HSA-5619060,0.00010914157517137679,1,0,1
134,22,1128,P00450,R-HSA-8957275,0.0009262568159646333,0,0,1
135,22,1128,P00450,R-HSA-8957275,0.00010914157517137679,1,0,1
136,23,1181,P00480,R-HSA-1268020,0.0,0,0,1
137,23,1181,P00480,R-HSA-1268020,0.0,1,0,1
138,23,1100,P00480,R-HSA-70635,0.0,0,0,1
139,23,1100,P00480,R-HSA-70635,0.0,1,0,1
140,24,453,P00488,R-HSA-114608,0.0005822688139618217,0,0,1
141,24,453,P00488,R-HSA-114608,0.00017006045739068537,1,0,1
142,24,912,P00488,R-HSA-140875,0.0005822688139618217,0,0,1
143,24,912,P00488,R-HSA-140875,0.00017006045739068537,1,0,1
144,24,731,P00488,R-HSA-6785807,0.0005822688139618217,0,0,1
145,24,731,P00488,R-HSA-6785807,0.00017006045739068537,1,0,1
146,25,758,P00558,R-HSA-70171,0.0,0,0,1
147,25,758,P00558,R-HSA-70171,0.0,1,0,1
148,25,760,P00558,R-HSA-70263,0.0,0,0,1
149,25,760,P00558,R-HSA-70263,0.0,1,0,1
150,25,851,P00558,R-HSA-9637690,0.0,0,0,1
151,25,851,P00558,R-HSA-9637690,0.0,1,0,1
152,26,911,P00734,R-HSA-140837,0.0005697270953856985,0,0,1
153,26,911,P00734,R-HSA-140837,0.00015340668064088266,1,0,1
154,26,912,P00734,R-HSA-140875,0.0005697270953856985,0,0,1
155,26,912,P00734,R-HSA-140875,0.00015340668064088266,1,0,1
156,26,484,P00734,R-HSA-159854,0.0005697270953856985,0,0,1
157,26,484,P00734,R-HSA-159854,0.00015340668064088266,1,0,1
158,26,609,P00734,R-HSA-373076,0.0005697270953856985,0,0,1
159,26,609,P00734,R-HSA-373076,0.00015340668064088266,1,0,1
160,26,1227,P00734,R-HSA-381426,0.0005697270953856985,0,0,1
161,26,1227,P00734,R-HSA-381426,0.00015340668064088266,1,0,1
162,26,635,P00734,R-HSA-416476,0.0005697270953856985,0,0,1
163,26,635,P00734,R-HSA-416476,0.00015340668064088266,1,0,1
164,26,1041,P00734,R-HSA-456926,0.0005697270953856985,0,0,1
165,26,1041,P00734,R-HSA-456926,0.00015340668064088266,1,0,1
166,26,855,P00734,R-HSA-9657688,0.0005697270953856985,0,0,1
167,26,855,P00734,R-HSA-9657688,0.00015340668064088266,1,0,1
168,26,858,P00734,R-HSA-9662001,0.0005697270953856985,0,0,1
169,26,858,P00734,R-HSA-9662001,0.00015340668064088266,1,0,1
170,26,888,P00734,R-HSA-977606,0.0005697270953856985,0,0,1
171,26,888,P00734,R-HSA-977606,0.00015340668064088266,1,0,1
172,27,497,P00736,R-HSA-166663,6.972335149472196e-05,0,0,1
173,27,497,P00736,R-HSA-166663,1.7743618128171375e-05,1,0,1
174,27,888,P00736,R-HSA-977606,6.972335149472196e-05,0,0,1
175,27,888,P00736,R-HSA-977606,1.7743618128171375e-05,1,0,1
176,28,976,P00738,R-HSA-2168880,1.7518291315354872e-05,0,0,1
177,28,976,P00738,R-HSA-2168880,1.5800027358636726e-05,1,0,1
178,28,1085,P00738,R-HSA-6798695,1.7518291315354872e-05,0,0,1
179,28,1085,P00738,R-HSA-6798695,1.5800027358636726e-05,1,0,1
180,29,976,P00739,R-HSA-2168880,0.0001590256976562577,0,0,1
181,29,976,P00739,R-HSA-2168880,7.548104349541962e-05,1,0,1
182,30,910,P00740,R-HSA-140834,0.00010932535049505532,0,0,1
183,30,910,P00740,R-HSA-140834,0.0001956471090670675,1,0,1
184,30,911,P00740,R-HSA-140837,0.00010932535049505532,0,0,1
185,30,911,P00740,R-HSA-140837,0.0001956471090670675,1,0,1
186,30,484,P00740,R-HSA-159854,0.00010932535049505532,0,0,1
187,30,484,P00740,R-HSA-159854,0.0001956471090670675,1,0,1
188,30,858,P00740,R-HSA-9662001,0.00010932535049505532,0,0,1
189,30,858,P00740,R-HSA-9662001,0.0001956471090670675,1,0,1
190,30,869,P00740,R-HSA-9668250,0.00010932535049505532,0,0,1
191,30,869,P00740,R-HSA-9668250,0.0001956471090670675,1,0,1
192,30,871,P00740,R-HSA-9672383,0.00010932535049505532,0,0,1
193,30,871,P00740,R-HSA-9672383,0.0001956471090670675,1,0,1
194,31,910,P00742,R-HSA-140834,8.626743152992764e-05,0,0,1
195,31,910,P00742,R-HSA-140834,0.00032519802557211795,1,0,1
196,31,911,P00742,R-HSA-140837,8.626743152992764e-05,0,0,1
197,31,911,P00742,R-HSA-140837,0.00032519802557211795,1,0,1
198,31,912,P00742,R-HSA-140875,8.626743152992764e-05,0,0,1
199,31,912,P00742,R-HSA-140875,0.00032519802557211795,1,0,1
200,31,484,P00742,R-HSA-159854,8.626743152992764e-05,0,0,1
201,31,484,P00742,R-HSA-159854,0.00032519802557211795,1,0,1
202,31,858,P00742,R-HSA-9662001,8.626743152992764e-05,0,0,1
203,31,858,P00742,R-HSA-9662001,0.00032519802557211795,1,0,1
204,31,869,P00742,R-HSA-9668250,8.626743152992764e-05,0,0,1
205,31,869,P00742,R-HSA-9668250,0.00032519802557211795,1,0,1
206,31,871,P00742,R-HSA-9672383,8.626743152992764e-05,0,0,1
207,31,871,P00742,R-HSA-9672383,0.00032519802557211795,1,0,1
208,32,453,P00746,R-HSA-114608,5.372570272160391e-06,0,0,1
209,32,453,P00746,R-HSA-114608,5.230616713768724e-07,1,0,1
210,32,497,P00746,R-HSA-166663,5.372570272160391e-06,0,0,1
211,32,497,P00746,R-HSA-166663,5.230616713768724e-07,1,0,1
212,32,1085,P00746,R-HSA-6798695,5.372570272160391e-06,0,0,1
213,32,1085,P00746,R-HSA-6798695,5.230616713768724e-07,1,0,1
214,33,453,P00747,R-HSA-114608,0.0003551097265665737,0,0,1
215,33,453,P00747,R-HSA-114608,0.00020713123793634998,1,0,1
216,33,924,P00747,R-HSA-1592389,0.0003551097265665737,0,0,1
217,33,924,P00747,R-HSA-1592389,0.00020713123793634998,1,0,1
218,33,945,P00747,R-HSA-186797,0.0003551097265665737,0,0,1
219,33,945,P00747,R-HSA-186797,0.00020713123793634998,1,0,1
220,33,1227,P00747,R-HSA-381426,0.0003551097265665737,0,0,1
221,33,1227,P00747,R-HSA-381426,0.00020713123793634998,1,0,1
222,33,1268,P00747,R-HSA-75205,0.0003551097265665737,0,0,1
223,33,1268,P00747,R-HSA-75205,0.00020713123793634998,1,0,1
224,34,911,P00748,R-HSA-140837,0.0003255069164860013,0,0,1
225,34,911,P00748,R-HSA-140837,0.0008553549676511214,1,0,1
226,34,855,P00748,R-HSA-9657688,0.0003255069164860013,0,0,1
227,34,855,P00748,R-HSA-9657688,0.0008553549676511214,1,0,1
228,34,856,P00748,R-HSA-9657689,0.0003255069164860013,0,0,1
229,34,856,P00748,R-HSA-9657689,0.0008553549676511214,1,0,1
230,35,497,P00751,R-HSA-166663,0.00015057442979014014,0,0,1
231,35,497,P00751,R-HSA-166663,1.812141588288796e-05,1,0,1
232,35,509,P00751,R-HSA-174577,0.00015057442979014014,0,0,1
233,35,509,P00751,R-HSA-174577,1.812141588288796e-05,1,0,1
234,35,888,P00751,R-HSA-977606,0.00015057442979014014,0,0,1
235,35,888,P00751,R-HSA-977606,1.812141588288796e-05,1,0,1
236,36,904,P00915,R-HSA-1237044,0.0006226694403318044,0,0,1
237,36,904,P00915,R-HSA-1237044,0.00019798663170172504,1,0,1
238,36,905,P00915,R-HSA-1247673,0.0006226694403318044,0,0,1
239,36,905,P00915,R-HSA-1247673,0.00019798663170172504,1,0,1
240,36,1189,P00915,R-HSA-1475029,0.0006226694403318044,0,0,1
241,36,1189,P00915,R-HSA-1475029,0.00019798663170172504,1,0,1
242,36,656,P00915,R-HSA-447115,0.0006226694403318044,0,0,1
243,36,656,P00915,R-HSA-447115,0.00019798663170172504,1,0,1
244,37,904,P00918,R-HSA-1237044,0.0019860062398947774,0,0,1
245,37,904,P00918,R-HSA-1237044,0.0026006520492956042,1,0,1
246,37,905,P00918,R-HSA-1247673,0.0019860062398947774,0,0,1
247,37,905,P00918,R-HSA-1247673,0.0026006520492956042,1,0,1
248,37,1189,P00918,R-HSA-1475029,0.0019860062398947774,0,0,1
249,37,1189,P00918,R-HSA-1475029,0.0026006520492956042,1,0,1
250,38,1100,P00966,R-HSA-70635,0.0005064878406064589,0,0,1
251,38,1100,P00966,R-HSA-70635,3.0968354929159244e-06,1,0,1
252,39,911,P01008,R-HSA-140837,0.00022284043101844452,0,0,1
253,39,911,P01008,R-HSA-140837,3.9379772081954004e-05,1,0,1
254,39,912,P01008,R-HSA-140875,0.00022284043101844452,0,0,1
255,39,912,P01008,R-HSA-140875,3.9379772081954004e-05,1,0,1
256,39,1227,P01008,R-HSA-381426,0.00022284043101844452,0,0,1
257,39,1227,P01008,R-HSA-381426,3.9379772081954004e-05,1,0,1
258,39,1128,P01008,R-HSA-8957275,0.00022284043101844452,0,0,1
259,39,1128,P01008,R-HSA-8957275,3.9379772081954004e-05,1,0,1
260,40,453,P01009,R-HSA-114608,0.00015447837232189802,0,0,1
261,40,453,P01009,R-HSA-114608,0.00015236246388057557,1,0,1
262,40,544,P01009,R-HSA-204005,0.00015447837232189802,0,0,1
263,40,544,P01009,R-HSA-204005,0.00015236246388057557,1,0,1
264,40,1227,P01009,R-HSA-381426,0.00015447837232189802,0,0,1
265,40,1227,P01009,R-HSA-381426,0.00015236246388057557,1,0,1
266,40,725,P01009,R-HSA-5694530,0.00015447837232189802,0,0,1
267,40,725,P01009,R-HSA-5694530,0.00015236246388057557,1,0,1
268,40,1085,P01009,R-HSA-6798695,0.00015447837232189802,0,0,1
269,40,1085,P01009,R-HSA-6798695,0.00015236246388057557,1,0,1
270,40,1128,P01009,R-HSA-8957275,0.00015447837232189802,0,0,1
271,40,1128,P01009,R-HSA-8957275,0.00015236246388057557,1,0,1
272,41,453,P01011,R-HSA-114608,3.800560036571211e-05,0,0,1
273,41,453,P01011,R-HSA-114608,6.425037559904849e-05,1,0,1
274,41,1085,P01011,R-HSA-6798695,3.800560036571211e-05,0,0,1
275,41,1085,P01011,R-HSA-6798695,6.425037559904849e-05,1,0,1
276,42,532,P01019,R-HSA-1989781,2.2023948476999068e-05,0,0,1
277,42,532,P01019,R-HSA-1989781,0.0001928252656944096,1,0,1
278,42,960,P01019,R-HSA-2022377,2.2023948476999068e-05,0,0,1
279,42,960,P01019,R-HSA-2022377,0.0001928252656944096,1,0,1
280,42,609,P01019,R-HSA-373076,2.2023948476999068e-05,0,0,1
281,42,609,P01019,R-HSA-373076,0.0001928252656944096,1,0,1
282,42,635,P01019,R-HSA-416476,2.2023948476999068e-05,0,0,1
283,42,635,P01019,R-HSA-416476,0.0001928252656944096,1,0,1
284,42,637,P01019,R-HSA-418594,2.2023948476999068e-05,0,0,1
285,42,637,P01019,R-HSA-418594,0.0001928252656944096,1,0,1
286,43,453,P01023,R-HSA-114608,0.0009191763713928475,0,0,1
287,43,453,P01023,R-HSA-114608,0.00021425620969935303,1,0,1
288,43,911,P01023,R-HSA-140837,0.0009191763713928475,0,0,1
289,43,911,P01023,R-HSA-140837,0.00021425620969935303,1,0,1
290,43,815,P01023,R-HSA-8963896,0.0009191763713928475,0,0,1
291,43,815,P01023,R-HSA-8963896,0.00021425620969935303,1,0,1
292,44,497,P01024,R-HSA-166663,0.00029968746609045576,0,0,1
293,44,497,P01024,R-HSA-166663,0.0006142495343225939,1,0,1
294,44,509,P01024,R-HSA-174577,0.00029968746609045576,0,0,1
295,44,509,P01024,R-HSA-174577,0.0006142495343225939,1,0,1
296,44,954,P01024,R-HSA-198933,0.00029968746609045576,0,0,1
297,44,954,P01024,R-HSA-198933,0.0006142495343225939,1,0,1
298,44,609,P01024,R-HSA-373076,0.00029968746609045576,0,0,1
299,44,609,P01024,R-HSA-373076,0.0006142495343225939,1,0,1
300,44,1227,P01024,R-HSA-381426,0.00029968746609045576,0,0,1
301,44,1227,P01024,R-HSA-381426,0.0006142495343225939,1,0,1
302,44,637,P01024,R-HSA-418594,0.00029968746609045576,0,0,1
303,44,637,P01024,R-HSA-418594,0.0006142495343225939,1,0,1
304,44,1085,P01024,R-HSA-6798695,0.00029968746609045576,0,0,1
305,44,1085,P01024,R-HSA-6798695,0.0006142495343225939,1,0,1
306,44,1128,P01024,R-HSA-8957275,0.00029968746609045576,0,0,1
307,44,1128,P01024,R-HSA-8957275,0.0006142495343225939,1,0,1
308,44,862,P01024,R-HSA-9664424,0.00029968746609045576,0,0,1
309,44,862,P01024,R-HSA-9664424,0.0006142495343225939,1,0,1
310,44,888,P01024,R-HSA-977606,0.00029968746609045576,0,0,1
311,44,888,P01024,R-HSA-977606,0.0006142495343225939,1,0,1
312,45,498,P01031,R-HSA-166665,0.00022239012638869716,0,0,1
313,45,498,P01031,R-HSA-166665,7.169974516806968e-05,1,0,1
314,45,509,P01031,R-HSA-174577,0.00022239012638869716,0,0,1
315,45,509,P01031,R-HSA-174577,7.169974516806968e-05,1,0,1
316,45,609,P01031,R-HSA-373076,0.00022239012638869716,0,0,1
317,45,609,P01031,R-HSA-373076,7.169974516806968e-05,1,0,1
318,45,637,P01031,R-HSA-418594,0.00022239012638869716,0,0,1
319,45,637,P01031,R-HSA-418594,7.169974516806968e-05,1,0,1
320,45,888,P01031,R-HSA-977606,0.00022239012638869716,0,0,1
321,45,888,P01031,R-HSA-977606,7.169974516806968e-05,1,0,1
322,46,453,P01033,R-HSA-114608,8.666305830743797e-05,0,0,1
323,46,453,P01033,R-HSA-114608,0.00014806775985733874,1,0,1
324,46,924,P01033,R-HSA-1592389,8.666305830743797e-05,0,0,1
325,46,924,P01033,R-HSA-1592389,0.00014806775985733874,1,0,1
326,46,1227,P01033,R-HSA-381426,8.666305830743797e-05,0,0,1
327,46,1227,P01033,R-HSA-381426,0.00014806775985733874,1,0,1
328,46,730,P01033,R-HSA-6783783,8.666305830743797e-05,0,0,1
329,46,730,P01033,R-HSA-6783783,0.00014806775985733874,1,0,1
330,46,731,P01033,R-HSA-6785807,8.666305830743797e-05,0,0,1
331,46,731,P01033,R-HSA-6785807,0.00014806775985733874,1,0,1
332,46,1128,P01033,R-HSA-8957275,8.666305830743797e-05,0,0,1
333,46,1128,P01033,R-HSA-8957275,0.00014806775985733874,1,0,1
334,47,1227,P01034,R-HSA-381426,0.00015306303324118405,0,0,1
335,47,1227,P01034,R-HSA-381426,2.4289824573136233e-05,1,0,1
336,47,1085,P01034,R-HSA-6798695,0.00015306303324118405,0,0,1
337,47,1085,P01034,R-HSA-6798695,2.4289824573136233e-05,1,0,1
338,47,1128,P01034,R-HSA-8957275,0.00015306303324118405,0,0,1
339,47,1128,P01034,R-HSA-8957275,2.4289824573136233e-05,1,0,1
340,47,1291,P01034,R-HSA-977225,0.00015306303324118405,0,0,1
341,47,1291,P01034,R-HSA-977225,2.4289824573136233e-05,1,0,1
342,48,453,P01042,R-HSA-114608,0.0002527576818482991,0,0,1
343,48,453,P01042,R-HSA-114608,0.00039451006034483816,1,0,1
344,48,911,P01042,R-HSA-140837,0.0002527576818482991,0,0,1
345,48,911,P01042,R-HSA-140837,0.00039451006034483816,1,0,1
346,48,609,P01042,R-HSA-373076,0.0002527576818482991,0,0,1
347,48,609,P01042,R-HSA-373076,0.00039451006034483816,1,0,1
348,48,1227,P01042,R-HSA-381426,0.0002527576818482991,0,0,1
349,48,1227,P01042,R-HSA-381426,0.00039451006034483816,1,0,1
350,48,635,P01042,R-HSA-416476,0.0002527576818482991,0,0,1
351,48,635,P01042,R-HSA-416476,0.00039451006034483816,1,0,1
352,48,637,P01042,R-HSA-418594,0.0002527576818482991,0,0,1
353,48,637,P01042,R-HSA-418594,0.00039451006034483816,1,0,1
354,48,1128,P01042,R-HSA-8957275,0.0002527576818482991,0,0,1
355,48,1128,P01042,R-HSA-8957275,0.00039451006034483816,1,0,1
356,49,453,P01344,R-HSA-114608,0.0006908171272120429,0,0,1
357,49,453,P01344,R-HSA-114608,0.0006479920727448346,1,0,1
358,49,566,P01344,R-HSA-2428924,0.0006908171272120429,0,0,1
359,49,566,P01344,R-HSA-2428924,0.0006479920727448346,1,0,1
360,49,1227,P01344,R-HSA-381426,0.0006908171272120429,0,0,1
361,49,1227,P01344,R-HSA-381426,0.0006479920727448346,1,0,1
362,50,976,P01591,R-HSA-2168880,0.0004057984628401455,0,0,1
363,50,976,P01591,R-HSA-2168880,0.0001900392039241448,1,0,1
364,51,497,P01593,R-HSA-166663,0.0004663040561974184,0,0,1
365,51,497,P01593,R-HSA-166663,0.0005221707659513517,1,0,1
366,51,954,P01593,R-HSA-198933,0.0004663040561974184,0,0,1
367,51,954,P01593,R-HSA-198933,0.0005221707659513517,1,0,1
368,51,539,P01593,R-HSA-2029481,0.0004663040561974184,0,0,1
369,51,539,P01593,R-HSA-2029481,0.0005221707659513517,1,0,1
370,51,540,P01593,R-HSA-2029482,0.0004663040561974184,0,0,1
371,51,540,P01593,R-HSA-2029482,0.0005221707659513517,1,0,1
372,51,541,P01593,R-HSA-2029485,0.0004663040561974184,0,0,1
373,51,541,P01593,R-HSA-2029485,0.0005221707659513517,1,0,1
374,51,976,P01593,R-HSA-2168880,0.0004663040561974184,0,0,1
375,51,976,P01593,R-HSA-2168880,0.0005221707659513517,1,0,1
376,51,577,P01593,R-HSA-2730905,0.0004663040561974184,0,0,1
377,51,577,P01593,R-HSA-2730905,0.0005221707659513517,1,0,1
378,51,578,P01593,R-HSA-2871796,0.0004663040561974184,0,0,1
379,51,578,P01593,R-HSA-2871796,0.0005221707659513517,1,0,1
380,51,579,P01593,R-HSA-2871809,0.0004663040561974184,0,0,1
381,51,579,P01593,R-HSA-2871809,0.0005221707659513517,1,0,1
382,51,580,P01593,R-HSA-2871837,0.0004663040561974184,0,0,1
383,51,580,P01593,R-HSA-2871837,0.0005221707659513517,1,0,1
384,51,721,P01593,R-HSA-5690714,0.0004663040561974184,0,0,1
385,51,721,P01593,R-HSA-5690714,0.0005221707659513517,1,0,1
386,51,861,P01593,R-HSA-9664407,0.0004663040561974184,0,0,1
387,51,861,P01593,R-HSA-9664407,0.0005221707659513517,1,0,1
388,51,863,P01593,R-HSA-9664433,0.0004663040561974184,0,0,1
389,51,863,P01593,R-HSA-9664433,0.0005221707659513517,1,0,1
390,51,873,P01593,R-HSA-9679191,0.0004663040561974184,0,0,1
391,51,873,P01593,R-HSA-9679191,0.0005221707659513517,1,0,1
392,51,888,P01593,R-HSA-977606,0.0004663040561974184,0,0,1
393,51,888,P01593,R-HSA-977606,0.0005221707659513517,1,0,1
394,51,892,P01593,R-HSA-983695,0.0004663040561974184,0,0,1
